Day,Temperature_High,High_Time,Temperature_Low,Low_Time,Temperature_Mean,Precipitation,Snowfall
2018-02-19,62,11:01 PM,42,12:48 AM,52,0.95,0.0
2018-02-20,65,3:09 PM,34,11:52 PM,50,1.14,0.0
2018-02-21,34,3:02 PM,30,6:10 AM,32,3.18,0.0
2018-02-22,45,1:42 PM,31,12:00 AM,38,0.06,0.0
2018-02-23,46,9:59 AM,36,11:57 PM,41,0.07,0.0
2018-02-24,55,11:04 PM,36,3:59 AM,46,0.20,0.0
2018-02-25,48,12:00 AM,29,11:59 PM,39,0.07,0.0
2018-02-26,56,2:17 PM,27,5:08 AM,42,0.00,0.0
2018-02-27,63,2:49 PM,32,5:47 AM,48,0.00,0.0
2018-02-28,56,12:08 PM,44,5:02 AM,50,0.07,0.0
2018-03-01,51,1:10 AM,33,11:35 PM,42,0.37,0.0
2018-03-02,48,4:02 PM,31,6:41 AM,40,0.07,0.0
2018-03-03,52,3:05 PM,28,6:42 AM,40,0.00,0.0
2018-03-04,54,3:26 PM,29,6:27 AM,42,0.00,0.0
2018-03-05,41,3:54 PM,32,11:57 PM,37,0.00,0.0
2018-03-06,47,10:51 AM,27,4:20 AM,37,0.15,0.0
2018-03-07,39,12:48 PM,26,11:59 PM,33,0.05,0.0
2018-03-08,35,3:02 PM,21,6:23 AM,28,0.0,0.0
2018-03-09,42,2:34 PM,21,6:13 AM,32,0.0,0.0
2018-03-10,46,1:49 PM,28,6:21 AM,37,0.00,0.0
2018-03-11,41,3:16 PM,29,11:59 PM,35,0.00,0.0
2018-03-12,45,3:55 PM,27,3:33 AM,36,0.00,0.0
2018-03-13,40,11:30 AM,23,11:59 PM,32,0.00,0.0
2018-03-14,49,3:38 PM,19,5:52 AM,34,0.0,0.0
2018-03-15,56,4:16 PM,31,11:59 PM,44,0.00,0.0
2018-03-16,47,2:31 PM,25,5:50 AM,36,0.00,0.0
2018-03-17,38,3:46 PM,30,11:50 PM,34,0.19,0.0
2018-03-18,53,2:33 PM,26,4:46 AM,40,0.03,0.0
2018-03-19,57,12:29 PM,37,4:05 AM,47,0.00,0.0
2018-03-20,40,2:25 PM,28,6:14 AM,34,0.00,0.0
2018-03-21,46,3:37 PM,26,6:12 AM,36,0.00,0.0
2018-03-22,52,2:57 PM,23,5:41 AM,38,0.00,0.0
2018-03-23,51,1:17 PM,31,6:16 AM,41,0.00,0.0
2018-03-24,39,12:44 AM,29,4:20 PM,34,0.74,0.8
2018-03-25,40,3:40 PM,23,6:05 AM,32,0.52,2.0
2018-03-26,50,10:38 PM,28,5:34 AM,39,0.00,0.0
2018-03-27,55,11:49 AM,39,11:57 PM,47,0.71,0.0
2018-03-28,52,3:36 PM,39,3:07 AM,46,0.10,0.0
2018-03-29,49,3:50 PM,38,11:59 PM,44,0.05,0.0
2018-03-31,54,3:42 PM,32,2:51 AM,43,0.01,0.0
2018-04-01,36,11:54 AM,23,11:59 PM,30,0.0,0.0
2018-04-02,41,3:40 PM,14,5:15 AM,28,0.24,4.1
2018-04-03,66,2:41 PM,34,11:56 PM,50,0.40,0.0
2018-04-04,34,12:01 AM,26,11:56 PM,30,0.20,0.0
2018-04-05,50,3:19 PM,23,4:14 AM,37,0.0,0.0
2018-04-06,43,10:23 AM,26,11:59 PM,35,0.00,0.0
2018-04-07,39,2:26 PM,21,5:49 AM,30,0.0,0.0
2018-04-08,42,2:04 PM,24,5:41 AM,33,0.00,0.0
2018-04-09,40,1:40 PM,30,1:46 AM,35,0.14,0.7
2018-04-10,45,3:46 PM,28,4:53 AM,37,0.0,0.0
2018-04-11,67,2:29 PM,31,12:00 AM,49,0.00,0.0
2018-04-12,77,3:25 PM,52,2:05 AM,65,0.00,0.0
2018-04-13,72,3:26 PM,56,5:25 AM,64,0.00,0.0
2018-04-14,66,3:03 PM,50,11:56 PM,58,0.85,0.0
2018-04-15,50,12:00 AM,32,11:59 PM,41,0.27,0.0
2018-04-16,34,12:06 PM,27,6:30 AM,31,0.02,0.1
2018-04-17,49,4:13 PM,28,5:11 AM,39,0.0,0.0
2018-04-18,56,1:04 PM,32,4:23 AM,44,0.00,0.0
2018-04-19,55,2:28 PM,33,12:08 AM,44,0.0,0.0
2018-04-20,62,3:17 PM,30,4:11 AM,46,0.00,0.0
2018-04-21,64,1:09 PM,41,5:22 AM,53,0.00,0.0
2018-04-22,68,2:21 PM,46,5:39 AM,57,0.00,0.0
2018-04-23,64,11:39 AM,45,4:04 AM,55,0.00,0.0
2018-04-24,63,5:25 AM,48,11:59 PM,56,0.20,0.0
2018-04-25,63,3:15 PM,41,11:57 PM,52,0.00,0.0
2018-04-26,67,3:49 PM,35,4:25 AM,51,0.00,0.0
2018-04-27,70,4:26 PM,42,2:02 AM,56,0.00,0.0
2018-04-28,58,2:14 PM,37,11:59 PM,48,0.00,0.0
2018-04-29,64,4:05 PM,31,3:18 AM,48,0.00,0.0
2018-04-30,76,2:07 PM,36,3:44 AM,56,0.00,0.0
2018-05-01,83,1:32 PM,45,4:21 AM,64,0.00,0.0
2018-05-02,86,2:02 PM,63,5:32 AM,75,0.00,0.0
2018-05-03,74,11:34 AM,61,10:24 PM,68,0.63,0.0
2018-05-04,72,4:03 PM,54,11:59 PM,63,0.01,0.0
2018-05-05,80,3:21 PM,50,3:56 AM,65,0.00,0.0
2018-05-06,80,3:50 PM,53,4:50 AM,67,0.00,0.0
2018-05-07,76,4:00 PM,50,4:32 AM,63,0.0,0.0
2018-05-08,80,3:03 PM,51,4:07 AM,66,0.00,0.0
2018-05-09,82,2:56 PM,53,2:59 AM,68,0.00,0.0
2018-05-10,81,3:14 PM,55,3:50 AM,68,1.23,0.0
2018-05-11,85,3:44 PM,59,5:04 AM,72,0.00,0.0
2018-05-12,76,5:05 PM,58,7:45 AM,67,0.00,0.0
2018-05-13,85,2:22 PM,58,5:06 AM,72,0.00,0.0
2018-05-14,90,2:33 PM,63,4:30 AM,77,0.00,0.0
2018-05-15,77,10:48 AM,57,11:58 PM,67,0.06,0.0
2018-05-16,83,3:34 PM,57,12:41 AM,70,0.03,0.0
2018-05-17,84,3:07 PM,60,5:09 AM,72,0.00,0.0
2018-05-18,77,10:44 AM,62,12:13 AM,70,0.00,0.0
2018-05-19,85,2:44 PM,63,2:22 AM,74,0.04,0.0
2018-05-20,80,12:13 PM,58,11:48 PM,69,0.00,0.0
2018-05-21,77,2:36 PM,58,12:01 AM,68,0.02,0.0
2018-05-22,83,1:59 PM,61,11:59 PM,72,0.02,0.0
2018-05-23,85,3:09 PM,55,4:53 AM,70,0.00,0.0
2018-05-24,87,4:07 PM,60,4:17 AM,74,0.00,0.0
2018-05-25,91,3:39 PM,60,4:46 AM,76,0.00,0.0
2018-05-26,89,4:19 PM,68,2:19 AM,79,0.35,0.0
2018-05-27,94,2:09 PM,67,4:30 AM,81,0.00,0.0
2018-05-28,96,3:22 PM,66,4:30 AM,81,0.00,0.0
2018-05-29,87,11:46 AM,69,10:23 PM,78,0.00,0.0
2018-05-31,90,1:16 PM,67,11:37 PM,79,0.95,0.0
2018-06-01,90,2:15 PM,61,11:58 PM,76,0.71,0.0
2018-06-02,85,4:42 PM,55,4:44 AM,70,0.00,0.0
2018-06-03,82,3:11 PM,61,11:11 PM,72,0.28,0.0
2018-06-04,79,3:30 PM,56,5:06 AM,68,0.00,0.0
2018-06-05,87,3:24 PM,56,11:57 PM,72,0.00,0.0
2018-06-06,83,4:17 PM,53,4:32 AM,68,0.00,0.0
2018-06-07,91,1:22 PM,64,4:31 AM,78,0.00,0.0
2018-06-08,87,1:59 PM,67,4:20 AM,77,0.00,0.0
2018-06-09,81,2:17 PM,66,8:50 AM,74,0.19,0.0
2018-06-10,79,12:52 PM,64,5:17 AM,72,1.15,0.0
2018-06-11,77,2:54 PM,65,2:01 AM,71,1.62,0.0
2018-06-12,84,3:38 PM,66,2:37 AM,75,1.47,0.0
2018-06-13,83,2:57 PM,63,11:58 PM,73,0.18,0.0
2018-06-14,82,2:11 PM,60,2:39 AM,71,0.00,0.0
2018-06-15,91,3:05 PM,65,2:35 AM,78,0.02,0.0
2018-06-16,92,2:37 PM,70,4:31 AM,81,0.00,0.0
2018-06-17,92,1:35 PM,71,4:37 AM,82,0.00,0.0
2018-06-18,92,1:24 PM,74,4:34 AM,83,0.00,0.0
2018-06-19,89,12:50 PM,70,9:52 PM,80,0.00,0.0
2018-06-20,87,3:34 PM,70,12:06 AM,79,0.87,0.0
2018-06-21,81,1:49 PM,64,11:59 PM,73,0.63,0.0
2018-06-22,76,11:08 AM,64,2:44 AM,70,0.68,0.0
2018-06-23,73,3:37 PM,63,12:56 AM,68,0.07,0.0
2018-06-24,82,2:30 PM,61,3:34 AM,72,0.0,0.0
2018-06-25,83,2:30 PM,62,4:32 AM,73,0.00,0.0
2018-06-26,83,3:53 PM,68,11:59 PM,76,0.37,0.0
2018-06-27,84,4:58 PM,65,4:31 AM,75,0.02,0.0
2018-06-28,86,1:50 PM,66,4:29 AM,76,0.00,0.0
2018-06-29,91,3:11 PM,68,3:56 AM,80,0.00,0.0
2018-06-30,91,1:28 PM,72,11:58 PM,82,0.00,0.0
2018-07-01,91,3:10 PM,70,4:25 AM,81,0.00,0.0
2018-07-02,87,3:35 PM,70,4:30 AM,79,0.65,0.0
2018-07-03,92,1:55 PM,70,4:31 AM,81,0.00,0.0
2018-07-04,92,3:35 PM,71,4:33 AM,82,0.00,0.0
2018-07-05,91,12:00 PM,71,11:49 PM,81,0.00,0.0
2018-07-06,80,2:04 PM,61,11:59 PM,71,0.18,0.0
2018-07-07,81,3:23 PM,58,4:58 AM,70,0.00,0.0
2018-07-08,85,2:53 PM,58,4:51 AM,72,0.00,0.0
2018-07-09,89,2:05 PM,65,4:23 AM,77,0.00,0.0
2018-07-10,91,1:58 PM,70,11:57 PM,81,0.00,0.0
2018-07-11,86,2:48 PM,66,4:49 AM,76,0.13,0.0
2018-07-12,86,3:09 PM,64,4:30 AM,75,0.00,0.0
2018-07-13,89,3:13 PM,63,3:50 AM,76,0.00,0.0
2018-07-14,83,4:26 PM,67,4:04 AM,75,0.00,0.0
2018-07-15,84,1:38 PM,70,4:32 AM,77,0.95,0.0
2018-07-16,89,3:16 PM,71,4:34 AM,80,0.0,0.0
2018-07-17,85,3:45 PM,66,11:57 PM,76,0.00,0.0
2018-07-18,81,2:20 PM,62,4:08 AM,72,0.00,0.0
2018-07-19,85,1:34 PM,60,1:37 AM,73,0.00,0.0
2018-07-20,82,9:06 AM,68,3:15 AM,75,0.00,0.0
2018-07-21,80,3:15 PM,66,2:14 AM,73,0.00,0.0
2018-07-22,80,2:52 PM,66,11:57 PM,73,0.18,0.0
2018-07-23,83,2:58 PM,63,3:16 AM,73,0.38,0.0
2018-07-24,86,2:55 PM,64,5:01 AM,75,0.00,0.0
2018-07-25,84,1:53 PM,66,11:54 PM,75,0.00,0.0
2018-07-26,83,1:33 PM,63,3:36 AM,73,0.00,0.0
2018-07-27,79,3:14 PM,58,4:43 AM,69,0.00,0.0
2018-07-28,80,2:11 PM,57,4:58 AM,69,0.00,0.0
2018-07-29,67,3:54 PM,59,1:05 AM,63,0.01,0.0
2018-07-31,74,11:41 AM,61,11:57 PM,68,0.01,0.0
2018-08-01,82,3:35 PM,59,5:31 AM,71,0.00,0.0
2018-08-02,86,2:13 PM,60,3:54 AM,73,0.00,0.0
2018-08-03,88,3:03 PM,65,1:06 AM,77,0.00,0.0
2018-08-04,90,2:31 PM,67,3:06 AM,79,0.00,0.0
2018-08-05,91,2:25 PM,67,4:43 AM,79,0.00,0.0
2018-08-06,91,2:45 PM,69,4:57 AM,80,0.00,0.0
2018-08-07,80,10:29 AM,67,4:06 AM,74,0.09,0.0
2018-08-08,85,2:24 PM,68,11:56 AM,77,0.01,0.0
2018-08-09,88,3:40 PM,63,3:25 AM,76,0.00,0.0
2018-08-10,89,2:07 PM,68,5:03 AM,79,0.08,0.0
2018-08-11,86,1:17 PM,67,5:03 AM,77,0.00,0.0
2018-08-12,88,1:23 PM,63,4:41 AM,76,0.00,0.0
2018-08-13,88,2:26 PM,65,11:56 PM,77,0.00,0.0
2018-08-14,87,3:28 PM,61,4:53 AM,74,0.00,0.0
2018-08-15,78,11:44 AM,69,11:57 PM,74,0.0,0.0
2018-08-16,87,3:00 PM,69,12:06 AM,78,1.05,0.0
2018-08-17,83,2:43 PM,68,4:59 AM,76,0.80,0.0
2018-08-18,83,2:29 PM,67,4:33 AM,75,0.01,0.0
2018-08-19,87,1:22 PM,66,4:35 AM,77,0.00,0.0
2018-08-20,86,2:24 PM,68,6:59 PM,77,0.28,0.0
2018-08-21,76,11:20 AM,66,11:58 PM,71,1.08,0.0
2018-08-22,78,2:21 PM,59,11:58 PM,69,0.10,0.0
2018-08-23,80,3:07 PM,56,5:32 AM,68,0.00,0.0
2018-08-24,72,12:34 PM,59,1:32 AM,66,0.02,0.0
2018-08-25,87,3:44 PM,62,12:00 AM,75,0.33,0.0
2018-08-26,92,12:48 PM,73,5:25 AM,83,0.00,0.0
2018-08-27,92,2:16 PM,72,5:26 AM,82,0.00,0.0
2018-08-28,93,1:54 PM,72,3:04 AM,83,0.00,0.0
2018-08-29,79,4:04 PM,68,10:56 PM,74,0.30,0.0
2018-08-31,89,2:29 PM,60,3:02 AM,75,0.00,0.0
2018-09-01,88,4:03 PM,68,1:31 AM,78,0.00,0.0
2018-09-02,91,1:33 PM,68,4:43 AM,80,0.00,0.0
2018-09-03,93,12:00 PM,70,5:25 AM,82,0.00,0.0
2018-09-04,95,1:24 PM,68,5:17 AM,82,0.00,0.0
2018-09-05,95,2:18 PM,68,4:06 AM,82,0.00,0.0
2018-09-06,83,1:53 PM,69,11:55 PM,76,0.00,0.0
2018-09-07,71,10:49 AM,63,11:59 PM,67,1.56,0.0
2018-09-08,64,3:48 PM,59,5:20 AM,62,1.57,0.0
2018-09-09,71,1:37 PM,57,6:25 AM,64,0.36,0.0
2018-09-10,81,3:52 PM,56,6:02 AM,69,0.00,0.0
2018-09-11,82,2:33 PM,56,4:47 AM,69,0.00,0.0
2018-09-12,82,3:41 PM,53,5:19 AM,68,0.00,0.0
2018-09-13,85,5:08 PM,56,4:48 AM,71,0.00,0.0
2018-09-14,90,3:51 PM,61,5:20 AM,76,0.00,0.0
2018-09-15,89,2:26 PM,64,4:44 AM,77,0.00,0.0
2018-09-16,91,2:43 PM,67,5:35 AM,79,0.00,0.0
2018-09-17,94,3:18 PM,67,6:15 AM,81,0.00,0.0
2018-09-18,92,1:13 PM,66,5:35 AM,79,0.00,0.0
2018-09-19,93,2:38 PM,66,5:25 AM,80,0.00,0.0
2018-09-20,94,2:30 PM,67,5:25 AM,81,0.00,0.0
2018-09-21,81,12:04 PM,59,11:59 PM,70,0.01,0.0
2018-09-22,68,4:02 PM,51,11:59 PM,60,0.00,0.0
2018-09-23,79,2:38 PM,49,6:07 AM,64,0.00,0.0
2018-09-24,74,1:03 PM,59,2:11 AM,67,0.00,0.0
2018-09-25,85,2:08 PM,63,11:55 PM,74,0.16,0.0
2018-09-26,70,2:17 PM,52,6:36 AM,61,1.06,0.0
2018-09-27,71,3:42 PM,49,3:00 AM,60,0.00,0.0
2018-09-28,75,2:19 PM,48,6:22 AM,62,0.00,0.0
2018-09-29,58,3:43 PM,47,2:11 AM,53,0.00,0.0
2018-09-30,85,2:05 PM,53,5:53 AM,69,0.00,0.0
2018-10-31,65,12:24 AM,50,8:16 AM,58,0.50,0.0
2018-10-01,84,12:23 PM,55,5:30 AM,70,0.00,0.0
2018-10-02,81,2:46 PM,65,11:52 PM,73,0.00,0.0
2018-10-03,88,1:46 PM,64,5:04 AM,76,0.00,0.0
2018-10-04,77,12:02 AM,53,9:47 PM,65,0.00,0.0
2018-10-05,82,1:53 PM,52,2:08 AM,67,0.07,0.0
2018-10-06,87,11:40 AM,60,10:45 PM,74,0.01,0.0
2018-10-07,84,3:00 PM,58,5:41 AM,71,0.79,0.0
2018-10-10,75,1:38 PM,51,11:53 PM,63,0.03,0.0
2018-10-11,55,1:49 PM,39,11:59 PM,47,0.14,0.0
2018-10-12,41,12:00 PM,34,5:53 AM,38,0.00,0.0
2018-10-13,52,2:56 PM,34,2:02 AM,43,0.18,0.0
2018-10-14,62,12:17 PM,40,12:07 AM,51,0.00,0.0
2018-10-15,50,2:40 PM,32,11:57 PM,41,0.08,0.0
2018-10-16,58,2:28 PM,28,5:50 AM,43,0.00,0.0
2018-10-17,54,2:41 PM,38,11:57 PM,46,0.00,0.0
2018-10-18,61,4:10 PM,30,5:48 AM,46,0.00,0.0
2018-10-19,56,2:02 PM,35,12:15 AM,46,0.00,0.0
2018-10-20,59,12:53 PM,29,11:59 PM,44,0.02,0.0
2018-10-21,54,3:26 PM,25,5:51 AM,40,0.00,0.0
2018-10-22,68,2:51 PM,36,3:20 AM,52,0.00,0.0
2018-10-23,58,1:57 PM,35,11:55 PM,47,0.00,0.0
2018-10-24,56,1:57 PM,31,3:52 AM,44,0.00,0.0
2018-10-25,60,2:08 PM,38,4:40 AM,49,0.00,0.0
2018-10-26,48,2:57 PM,43,4:36 AM,46,0.25,0.0
2018-10-27,58,1:25 PM,38,11:54 PM,48,0.18,0.0
2018-10-28,60,12:05 PM,38,12:00 AM,49,0.04,0.0
2018-10-29,62,3:08 PM,34,6:17 AM,48,0.00,0.0
2018-10-30,75,1:42 PM,42,12:18 AM,59,0.00,0.0
2018-10-08,88,2:12 PM,63,5:37 AM,76,0.0,0.0
2018-11-01,50,12:00 AM,41,10:42 PM,46,0.58,0.0
2018-11-02,51,1:28 PM,35,6:48 AM,43,0.63,0.0
2018-11-03,55,12:34 PM,35,6:26 AM,45,0.0,0.0
2018-11-04,53,12:08 PM,44,11:36 PM,49,0.03,0.0
2018-11-05,53,10:50 PM,42,6:01 AM,48,0.35,0.0
2018-11-06,54,2:56 PM,37,11:55 PM,46,0.27,0.0
2018-11-07,45,1:49 PM,32,11:50 PM,39,0.00,0.0
2018-11-08,45,1:49 PM,30,6:13 AM,38,0.00,0.0
2018-11-09,36,1:59 PM,20,11:59 PM,28,0.31,0.2
2018-11-10,33,2:49 PM,17,6:30 AM,25,0.0,0.0
2018-11-11,44,2:11 PM,21,6:24 AM,33,0.00,0.0
2018-11-12,36,8:46 AM,26,11:49 PM,31,0.00,0.0
2018-11-13,28,1:40 PM,17,11:56 PM,23,0.02,0.2
2018-11-14,31,3:45 PM,15,1:21 AM,23,0.00,0.0
2018-11-15,32,1:18 PM,22,11:53 PM,27,0.38,2.6
2018-11-16,39,10:59 AM,23,12:00 AM,31,0.0,0.0
2018-11-17,38,1:54 PM,30,1:52 AM,34,0.00,0.0
2018-11-18,38,11:53 AM,34,11:59 PM,36,0.0,0.0
2018-11-19,40,1:40 PM,31,8:02 AM,36,0.0,0.0
2018-11-20,38,2:17 PM,26,7:04 AM,32,0.0,0.0
2018-11-21,44,2:26 PM,26,5:57 AM,35,0.00,0.0
2018-11-22,52,2:28 PM,27,6:19 AM,40,0.00,0.0
2018-11-23,50,1:54 PM,32,6:25 AM,41,0.00,0.0
2018-11-24,57,1:38 PM,38,10:17 PM,48,0.38,0.0
2018-11-25,54,2:14 PM,38,2:45 AM,46,0.00,0.0
2018-11-26,42,12:00 AM,22,9:45 PM,32,0.76,0.0
2018-11-27,23,1:21 PM,14,9:47 PM,19,0.0,0.3
2018-11-28,31,12:49 PM,15,6:43 AM,23,0.0,0.0
2018-11-29,43,1:05 PM,26,6:45 AM,35,0.00,0.0
2018-11-30,49,1:46 PM,29,4:51 AM,39,0.00,0.0
2018-12-01,58,1:21 PM,37,12:00 AM,48,0.74,0.0
2018-12-02,49,12:00 AM,36,11:52 PM,43,0.22,0.0
2018-12-03,36,12:21 AM,30,11:58 PM,33,0.07,0.0
2018-12-04,31,11:20 AM,27,11:56 PM,29,0.01,0.0
2018-12-05,35,2:10 PM,25,6:25 AM,30,0.01,0.3
2018-12-06,34,9:01 AM,18,11:56 PM,26,0.0,0.0
2018-12-07,29,1:13 PM,11,7:09 AM,20,0.09,1.3
2018-12-08,28,12:44 PM,14,7:15 AM,21,0.00,0.0
2018-12-09,33,1:35 PM,16,7:00 AM,25,0.00,0.0
2018-12-10,29,12:53 PM,13,7:43 AM,21,0.00,0.0
2018-12-11,41,1:49 PM,19,12:49 AM,30,0.00,0.0
2018-12-12,46,1:03 PM,28,10:30 PM,37,0.00,0.0
2018-12-13,44,11:31 PM,26,1:13 AM,35,0.00,0.0
2018-12-14,45,6:15 AM,37,11:25 AM,41,0.44,0.0
2018-12-15,43,2:30 PM,34,11:40 PM,39,0.0,0.0
2018-12-16,52,2:07 PM,27,7:15 AM,40,0.00,0.0
2018-12-17,43,1:44 PM,28,11:59 PM,36,0.00,0.0
2018-12-18,45,2:00 PM,24,6:32 AM,35,0.00,0.0
2018-12-19,50,2:49 PM,30,3:54 AM,40,0.00,0.0
2018-12-20,50,1:11 PM,37,11:49 PM,44,0.00,0.0
2018-12-21,37,12:00 AM,30,11:58 PM,34,0.08,0.0
2018-12-22,44,1:35 PM,28,7:09 AM,36,0.0,0.0
2018-12-23,41,2:18 PM,26,11:16 PM,34,0.00,0.0
2018-12-24,42,2:22 PM,20,7:14 AM,31,0.00,0.0
2018-12-25,49,1:16 PM,28,11:55 PM,39,0.0,0.0
2018-12-26,47,2:34 PM,27,6:29 AM,37,0.00,0.0
2018-12-27,52,4:24 PM,38,12:01 AM,45,0.29,0.0
2018-12-28,51,2:42 AM,27,11:54 PM,39,0.39,0.0
2018-12-29,29,1:49 PM,22,11:58 PM,26,0.00,0.0
2018-12-31,47,4:02 PM,34,12:00 AM,41,1.03,0.0
